row	step	emb	level	variant	n	mean_peak	sr80	sr95	never_moved	budget	seeds0-39_mean
s3ctA	240000	chain	7	cfg1	5	0.595	1/5	0/5	1	957	0.595
s3ctA	240000	chain	7	cfgemb	5	0.000	0/5	0/5	5	957	0.000
s3ctA	240000	chain	8	cfg1	5	0.352	0/5	0/5	2	908	0.352
s3ctA	240000	chain	8	cfgemb	5	0.000	0/5	0/5	5	908	0.000
s3ctA	240000	chain	9	cfg1	5	0.223	0/5	0/5	3	933	0.223
s3ctA	240000	chain	9	cfgemb	5	0.074	0/5	0/5	4	933	0.074
s3ctA	240000	chain	10	cfg1	5	0.335	1/5	1/5	3	794	0.335
s3ctA	240000	chain	10	cfgemb	5	0.317	1/5	0/5	3	794	0.317
s3ctA	240000	chain	11	cfg1	5	0.195	0/5	0/5	3	698	0.195
s3ctA	240000	chain	11	cfgemb	5	0.325	1/5	1/5	3	698	0.325
s3ctA	240000	chain	12	cfg1	5	0.263	0/5	0/5	3	730	0.263
s3ctA	240000	chain	12	cfgemb	5	0.159	0/5	0/5	4	730	0.159
s3ctA	240000	chain	13	cfg1	5	0.183	1/5	0/5	4	820	0.183
s3ctA	240000	chain	13	cfgemb	5	0.000	0/5	0/5	5	820	0.000
s3ctA	240000	chain	14	cfg1	5	0.511	2/5	1/5	2	751	0.511
s3ctA	240000	chain	14	cfgemb	5	0.164	1/5	0/5	4	751	0.164
s3ctA	240000	chain	15	cfg1	5	0.304	1/5	0/5	3	861	0.304
s3ctA	240000	chain	15	cfgemb	5	0.000	0/5	0/5	5	861	0.000
s3ctA	240000	chain	16	cfg1	5	0.326	1/5	0/5	3	1001	0.326
s3ctA	240000	chain	16	cfgemb	5	0.129	0/5	0/5	4	1001	0.129
s3ctA	240000	chain	17	cfg1	5	0.389	2/5	2/5	3	1029	0.389
s3ctA	240000	chain	17	cfgemb	5	0.000	0/5	0/5	5	1029	0.000
s3ctA	240000	chain	18	cfg1	5	0.601	1/5	1/5	1	1082	0.601
s3ctA	240000	chain	18	cfgemb	5	0.324	1/5	0/5	3	1082	0.324
s3ctA	240000	chain	19	cfg1	5	0.268	0/5	0/5	3	1122	0.268
s3ctA	240000	chain	19	cfgemb	5	0.000	0/5	0/5	5	1122	0.000
s3ctA	240000	chain	20	cfg1	5	0.330	1/5	1/5	3	1218	0.330
s3ctA	240000	chain	20	cfgemb	5	0.000	0/5	0/5	5	1218	0.000
s3ctA	240000	chain	21	cfg1	5	0.240	0/5	0/5	3	974	0.240
s3ctA	240000	chain	21	cfgemb	5	0.000	0/5	0/5	5	974	0.000
s3ctA	240000	chain	22	cfg1	5	0.160	0/5	0/5	4	840	0.160
s3ctA	240000	chain	22	cfgemb	5	0.011	0/5	0/5	5	840	0.011
s3ctA	240000	chain	23	cfg1	5	0.646	2/5	1/5	1	688	0.646
s3ctA	240000	chain	23	cfgemb	5	0.133	0/5	0/5	4	688	0.133
s3ctA	240000	chain	24	cfg1	5	0.275	0/5	0/5	3	629	0.275
s3ctA	240000	chain	24	cfgemb	5	0.260	1/5	0/5	3	629	0.260
s3ctA	240000	chain	25	cfg1	5	0.469	1/5	1/5	2	712	0.469
s3ctA	240000	chain	25	cfgemb	5	0.138	0/5	0/5	4	712	0.138
s3ctA	240000	chain	26	cfg1	5	0.322	1/5	0/5	3	783	0.322
s3ctA	240000	chain	26	cfgemb	5	0.136	0/5	0/5	4	783	0.136
s3ctA	240000	chain	27	cfg1	5	0.276	0/5	0/5	3	1020	0.276
s3ctA	240000	chain	27	cfgemb	5	0.128	0/5	0/5	4	1020	0.128
s3ctA	240000	chain	28	cfg1	5	0.508	1/5	1/5	1	1184	0.508
s3ctA	240000	chain	28	cfgemb	5	0.174	1/5	0/5	4	1184	0.174
s3ctA	240000	chain	29	cfg1	5	0.275	0/5	0/5	3	963	0.275
s3ctA	240000	chain	29	cfgemb	5	0.102	0/5	0/5	4	963	0.102
s3ctA	240000	chain	30	cfg1	5	0.001	0/5	0/5	5	862	0.001
s3ctA	240000	chain	30	cfgemb	5	0.000	0/5	0/5	5	862	0.000
s3ctA	240000	usocket	0	cfg1	80	0.630	25/80	20/80	14	318	0.636
s3ctA	240000	usocket	0	cfgemb	80	0.562	22/80	11/80	20	318	0.532
s3ctA	240000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
s3ctA	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
s3ctA	240000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
s3ctA	240000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
s3ctA	240000	usocket	3	cfg1	5	0.069	0/5	0/5	4	378	0.069
s3ctA	240000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
s3ctA	240000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
s3ctA	240000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
s3ctA	240000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
s3ctA	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
s3ctA	240000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
s3ctA	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
s3ctA	240000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
s3ctA	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
s3ctA	240000	usocket	8	cfg1	5	0.117	0/5	0/5	4	420	0.117
s3ctA	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
s3ctA	240000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctA	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
s3ctA	240000	usocket	10	cfg1	5	0.115	0/5	0/5	4	368	0.115
s3ctA	240000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
s3ctA	240000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
s3ctA	240000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
s3ctA	240000	usocket	12	cfg1	5	0.000	0/5	0/5	5	338	0.000
s3ctA	240000	usocket	12	cfgemb	5	0.000	0/5	0/5	5	338	0.000
s3ctA	240000	usocket	13	cfg1	5	0.133	0/5	0/5	4	380	0.133
s3ctA	240000	usocket	13	cfgemb	5	0.000	0/5	0/5	5	380	0.000
s3ctA	240000	usocket	14	cfg1	5	0.179	1/5	0/5	4	348	0.179
s3ctA	240000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
s3ctA	240000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctA	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctA	240000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
s3ctA	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctA	240000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctA	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctA	240000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
s3ctA	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctA	240000	usocket	19	cfg1	5	0.315	1/5	1/5	3	519	0.315
s3ctA	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctA	240000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctA	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctA	240000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
s3ctA	240000	usocket	21	cfgemb	5	0.130	0/5	0/5	4	451	0.130
s3ctA	240000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
s3ctA	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctA	240000	usocket	23	cfg1	5	0.191	1/5	1/5	4	319	0.191
s3ctA	240000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
s3ctA	240000	usocket	24	cfg1	5	0.397	0/5	0/5	2	291	0.397
s3ctA	240000	usocket	24	cfgemb	5	0.324	1/5	1/5	3	291	0.324
s3ctA	240000	usocket	25	cfg1	5	0.271	1/5	0/5	3	330	0.271
s3ctA	240000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
s3ctA	240000	usocket	26	cfg1	5	0.194	1/5	1/5	4	362	0.194
s3ctA	240000	usocket	26	cfgemb	5	0.128	0/5	0/5	4	362	0.128
s3ctA	240000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
s3ctA	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
s3ctA	240000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
s3ctA	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
s3ctA	240000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
s3ctA	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
s3ctA	240000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctA	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctA768	30000	chain	0	cfg1	80	0.542	10/80	4/80	12	688	0.585
s3ctA768	30000	chain	0	cfgemb	80	0.120	1/80	0/80	62	688	0.114
s3ctA768	30000	usocket	0	cfg1	80	0.429	12/80	4/80	31	318	0.452
s3ctA768	30000	usocket	0	cfgemb	80	0.363	10/80	2/80	37	318	0.382
s3ctA768	60000	chain	0	cfg1	80	0.574	15/80	5/80	12	688	0.507
s3ctA768	60000	chain	0	cfgemb	80	0.259	3/80	0/80	46	688	0.264
s3ctA768	60000	usocket	0	cfg1	80	0.523	17/80	8/80	19	318	0.478
s3ctA768	60000	usocket	0	cfgemb	80	0.494	19/80	8/80	24	318	0.449
s3ctA768	90000	chain	0	cfg1	80	0.579	17/80	7/80	12	688	0.621
s3ctA768	90000	chain	0	cfgemb	80	0.235	5/80	1/80	51	688	0.199
s3ctA768	90000	usocket	0	cfg1	80	0.558	20/80	13/80	20	318	0.554
s3ctA768	90000	usocket	0	cfgemb	80	0.465	14/80	6/80	27	318	0.422
s3ctA768	120000	chain	0	cfg1	80	0.583	23/80	13/80	14	688	0.651
s3ctA768	120000	chain	0	cfgemb	80	0.306	7/80	2/80	41	688	0.371
s3ctA768	120000	chain	1	cfg1	5	0.228	0/5	0/5	3	745	0.228
s3ctA768	120000	chain	1	cfgemb	5	0.176	1/5	0/5	4	745	0.176
s3ctA768	120000	chain	2	cfg1	5	0.608	1/5	0/5	1	663	0.608
s3ctA768	120000	chain	2	cfgemb	5	0.038	0/5	0/5	4	663	0.038
s3ctA768	120000	chain	3	cfg1	5	0.276	0/5	0/5	3	817	0.276
s3ctA768	120000	chain	3	cfgemb	5	0.188	1/5	0/5	4	817	0.188
s3ctA768	120000	chain	4	cfg1	5	0.216	1/5	0/5	3	719	0.216
s3ctA768	120000	chain	4	cfgemb	5	0.158	0/5	0/5	4	719	0.158
s3ctA768	120000	chain	5	cfg1	5	0.463	0/5	0/5	1	710	0.463
s3ctA768	120000	chain	5	cfgemb	5	0.106	0/5	0/5	4	710	0.106
s3ctA768	120000	chain	6	cfgemb	5	0.097	0/5	0/5	4	792	0.097
s3ctA768	120000	chain	7	cfgemb	5	0.323	1/5	0/5	3	957	0.323
s3ctA768	120000	chain	8	cfgemb	5	0.000	0/5	0/5	5	908	0.000
s3ctA768	120000	chain	9	cfgemb	5	0.082	0/5	0/5	4	933	0.082
s3ctA768	120000	chain	10	cfgemb	5	0.377	0/5	0/5	2	794	0.377
s3ctA768	120000	chain	11	cfg1	5	0.367	0/5	0/5	2	698	0.367
s3ctA768	120000	chain	11	cfgemb	5	0.000	0/5	0/5	5	698	0.000
s3ctA768	120000	chain	12	cfg1	5	0.494	2/5	1/5	2	730	0.494
s3ctA768	120000	chain	12	cfgemb	5	0.109	0/5	0/5	4	730	0.109
s3ctA768	120000	chain	13	cfg1	5	0.000	0/5	0/5	5	820	0.000
s3ctA768	120000	chain	13	cfgemb	5	0.000	0/5	0/5	5	820	0.000
s3ctA768	120000	chain	14	cfg1	5	0.247	0/5	0/5	3	751	0.247
s3ctA768	120000	chain	14	cfgemb	5	0.216	0/5	0/5	3	751	0.216
s3ctA768	120000	chain	15	cfg1	5	0.000	0/5	0/5	5	861	0.000
s3ctA768	120000	chain	15	cfgemb	5	0.000	0/5	0/5	5	861	0.000
s3ctA768	120000	chain	16	cfg1	5	0.480	2/5	0/5	2	1001	0.480
s3ctA768	120000	chain	16	cfgemb	5	0.134	0/5	0/5	4	1001	0.134
s3ctA768	120000	chain	17	cfg1	5	0.370	1/5	1/5	2	1029	0.370
s3ctA768	120000	chain	17	cfgemb	5	0.000	0/5	0/5	5	1029	0.000
s3ctA768	120000	chain	18	cfg1	5	0.429	1/5	0/5	2	1082	0.429
s3ctA768	120000	chain	18	cfgemb	5	0.130	0/5	0/5	4	1082	0.130
s3ctA768	120000	chain	19	cfg1	5	0.245	0/5	0/5	3	1122	0.245
s3ctA768	120000	chain	19	cfgemb	5	0.000	0/5	0/5	5	1122	0.000
s3ctA768	120000	chain	20	cfg1	5	0.260	0/5	0/5	3	1218	0.260
s3ctA768	120000	chain	20	cfgemb	5	0.000	0/5	0/5	5	1218	0.000
s3ctA768	120000	chain	21	cfgemb	5	0.135	0/5	0/5	4	974	0.135
s3ctA768	120000	chain	22	cfgemb	5	0.000	0/5	0/5	5	840	0.000
s3ctA768	120000	chain	23	cfgemb	5	0.168	1/5	0/5	4	688	0.168
s3ctA768	120000	chain	24	cfgemb	5	0.246	0/5	0/5	3	629	0.246
s3ctA768	120000	chain	25	cfgemb	5	0.242	0/5	0/5	3	712	0.242
s3ctA768	120000	chain	26	cfg1	5	0.345	0/5	0/5	2	783	0.345
s3ctA768	120000	chain	26	cfgemb	5	0.269	0/5	0/5	3	783	0.269
s3ctA768	120000	chain	27	cfg1	5	0.194	1/5	1/5	4	1020	0.194
s3ctA768	120000	chain	27	cfgemb	5	0.000	0/5	0/5	5	1020	0.000
s3ctA768	120000	chain	28	cfg1	5	0.301	1/5	1/5	3	1184	0.301
s3ctA768	120000	chain	28	cfgemb	5	0.367	2/5	1/5	3	1184	0.367
s3ctA768	120000	chain	29	cfg1	5	0.355	0/5	0/5	2	963	0.355
s3ctA768	120000	chain	29	cfgemb	5	0.000	0/5	0/5	5	963	0.000
s3ctA768	120000	chain	30	cfg1	5	0.126	0/5	0/5	4	862	0.126
s3ctA768	120000	chain	30	cfgemb	5	0.150	0/5	0/5	4	862	0.150
s3ctA768	120000	usocket	0	cfgemb	80	0.568	22/80	9/80	17	318	0.557
s3ctA768	120000	usocket	1	cfg1	5	0.050	0/5	0/5	4	345	0.050
s3ctA768	120000	usocket	2	cfg1	5	0.000	0/5	0/5	5	307	0.000
s3ctA768	120000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
s3ctA768	120000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
s3ctA768	120000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
s3ctA768	120000	usocket	6	cfg1	5	0.164	1/5	0/5	4	367	0.164
s3ctA768	120000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
s3ctA768	120000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
s3ctA768	120000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctA768	120000	usocket	10	cfg1	5	0.117	0/5	0/5	4	368	0.117
s3ctA768	120000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
s3ctA768	120000	usocket	12	cfg1	5	0.000	0/5	0/5	5	338	0.000
s3ctA768	120000	usocket	13	cfg1	5	0.201	0/5	0/5	3	380	0.201
s3ctA768	120000	usocket	14	cfg1	5	0.000	0/5	0/5	5	348	0.000
s3ctA768	120000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctA768	120000	usocket	16	cfg1	5	0.087	0/5	0/5	4	463	0.087
s3ctA768	120000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctA768	120000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctA768	120000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctA768	120000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
s3ctA768	120000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctA768	120000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
s3ctA768	120000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctA768	120000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctA768	120000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctA768	120000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
s3ctA768	120000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctA768	120000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
s3ctA768	120000	usocket	24	cfgemb	5	0.234	0/5	0/5	3	291	0.234
s3ctA768	120000	usocket	25	cfgemb	5	0.031	0/5	0/5	4	330	0.031
s3ctA768	120000	usocket	26	cfg1	5	0.219	0/5	0/5	3	362	0.219
s3ctA768	120000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
s3ctA768	120000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
s3ctA768	120000	usocket	29	cfg1	5	0.270	0/5	0/5	3	446	0.270
s3ctA768	120000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctA768	150000	chain	0	cfg1	80	0.541	12/80	6/80	16	688	0.540
s3ctA768	150000	chain	0	cfgemb	80	0.291	9/80	6/80	47	688	0.294
s3ctA768	150000	usocket	0	cfg1	80	0.629	25/80	18/80	14	318	0.579
s3ctA768	150000	usocket	0	cfgemb	80	0.533	21/80	10/80	23	318	0.521
s3ctA768	180000	chain	0	cfg1	80	0.508	15/80	6/80	19	688	0.530
s3ctA768	180000	chain	0	cfgemb	80	0.353	8/80	4/80	37	688	0.336
s3ctA768	180000	chain	1	cfg1	5	0.238	0/5	0/5	3	745	0.238
s3ctA768	180000	chain	1	cfgemb	5	0.000	0/5	0/5	5	745	0.000
s3ctA768	180000	chain	2	cfg1	5	0.316	1/5	0/5	3	663	0.316
s3ctA768	180000	chain	2	cfgemb	5	0.133	0/5	0/5	4	663	0.133
s3ctA768	180000	chain	3	cfg1	5	0.135	0/5	0/5	4	817	0.135
s3ctA768	180000	chain	3	cfgemb	5	0.000	0/5	0/5	5	817	0.000
s3ctA768	180000	chain	4	cfg1	5	0.000	0/5	0/5	5	719	0.000
s3ctA768	180000	chain	4	cfgemb	5	0.000	0/5	0/5	5	719	0.000
s3ctA768	180000	chain	5	cfg1	5	0.000	0/5	0/5	5	710	0.000
s3ctA768	180000	chain	5	cfgemb	5	0.102	0/5	0/5	4	710	0.102
s3ctA768	180000	chain	6	cfg1	5	0.126	0/5	0/5	4	792	0.126
s3ctA768	180000	chain	6	cfgemb	5	0.000	0/5	0/5	5	792	0.000
s3ctA768	180000	chain	7	cfg1	5	0.134	0/5	0/5	4	957	0.134
s3ctA768	180000	chain	7	cfgemb	5	0.097	0/5	0/5	4	957	0.097
s3ctA768	180000	chain	8	cfg1	5	0.261	0/5	0/5	3	908	0.261
s3ctA768	180000	chain	8	cfgemb	5	0.167	1/5	0/5	4	908	0.167
s3ctA768	180000	chain	9	cfg1	5	0.460	0/5	0/5	1	933	0.460
s3ctA768	180000	chain	9	cfgemb	5	0.125	0/5	0/5	4	933	0.125
s3ctA768	180000	chain	10	cfg1	5	0.469	1/5	0/5	1	794	0.469
s3ctA768	180000	chain	10	cfgemb	5	0.064	0/5	0/5	4	794	0.064
s3ctA768	180000	chain	11	cfg1	5	0.108	0/5	0/5	4	698	0.108
s3ctA768	180000	chain	11	cfgemb	5	0.000	0/5	0/5	5	698	0.000
s3ctA768	180000	chain	12	cfg1	5	0.249	0/5	0/5	3	730	0.249
s3ctA768	180000	chain	12	cfgemb	5	0.106	0/5	0/5	4	730	0.106
s3ctA768	180000	chain	13	cfg1	5	0.083	0/5	0/5	4	820	0.083
s3ctA768	180000	chain	13	cfgemb	5	0.000	0/5	0/5	5	820	0.000
s3ctA768	180000	chain	14	cfg1	5	0.000	0/5	0/5	5	751	0.000
s3ctA768	180000	chain	14	cfgemb	5	0.220	0/5	0/5	3	751	0.220
s3ctA768	180000	chain	15	cfg1	5	0.000	0/5	0/5	5	861	0.000
s3ctA768	180000	chain	15	cfgemb	5	0.000	0/5	0/5	5	861	0.000
s3ctA768	180000	chain	16	cfg1	5	0.397	1/5	0/5	2	1001	0.397
s3ctA768	180000	chain	16	cfgemb	5	0.000	0/5	0/5	5	1001	0.000
s3ctA768	180000	chain	17	cfg1	5	0.222	0/5	0/5	3	1029	0.222
s3ctA768	180000	chain	17	cfgemb	5	0.120	0/5	0/5	4	1029	0.120
s3ctA768	180000	chain	18	cfg1	5	0.635	2/5	1/5	1	1082	0.635
s3ctA768	180000	chain	18	cfgemb	5	0.127	0/5	0/5	4	1082	0.127
s3ctA768	180000	chain	19	cfg1	5	0.061	0/5	0/5	4	1122	0.061
s3ctA768	180000	chain	19	cfgemb	5	0.115	0/5	0/5	4	1122	0.115
s3ctA768	180000	chain	20	cfg1	5	0.465	2/5	0/5	2	1218	0.465
s3ctA768	180000	chain	20	cfgemb	5	0.134	0/5	0/5	4	1218	0.134
s3ctA768	180000	chain	21	cfg1	5	0.505	0/5	0/5	1	974	0.505
s3ctA768	180000	chain	21	cfgemb	5	0.000	0/5	0/5	5	974	0.000
s3ctA768	180000	chain	22	cfg1	5	0.256	0/5	0/5	3	840	0.256
s3ctA768	180000	chain	22	cfgemb	5	0.000	0/5	0/5	5	840	0.000
s3ctA768	180000	chain	23	cfg1	5	0.498	1/5	0/5	1	688	0.498
s3ctA768	180000	chain	23	cfgemb	5	0.155	0/5	0/5	4	688	0.155
s3ctA768	180000	chain	24	cfg1	5	0.225	0/5	0/5	3	629	0.225
s3ctA768	180000	chain	24	cfgemb	5	0.109	0/5	0/5	4	629	0.109
s3ctA768	180000	chain	25	cfg1	5	0.370	1/5	1/5	2	712	0.370
s3ctA768	180000	chain	25	cfgemb	5	0.000	0/5	0/5	5	712	0.000
s3ctA768	180000	chain	26	cfg1	5	0.511	2/5	1/5	2	783	0.511
s3ctA768	180000	chain	26	cfgemb	5	0.274	1/5	1/5	3	783	0.274
s3ctA768	180000	chain	27	cfg1	5	0.449	1/5	1/5	2	1020	0.449
s3ctA768	180000	chain	27	cfgemb	5	0.000	0/5	0/5	5	1020	0.000
s3ctA768	180000	chain	28	cfg1	5	0.578	1/5	1/5	1	1184	0.578
s3ctA768	180000	chain	28	cfgemb	5	0.000	0/5	0/5	5	1184	0.000
s3ctA768	180000	chain	29	cfg1	5	0.093	0/5	0/5	4	963	0.093
s3ctA768	180000	chain	29	cfgemb	5	0.245	0/5	0/5	3	963	0.245
s3ctA768	180000	chain	30	cfg1	5	0.124	0/5	0/5	4	862	0.124
s3ctA768	180000	chain	30	cfgemb	5	0.000	0/5	0/5	5	862	0.000
s3ctA768	180000	usocket	0	cfg1	80	0.555	15/80	12/80	17	318	0.542
s3ctA768	180000	usocket	0	cfgemb	80	0.536	21/80	11/80	21	318	0.482
s3ctA768	180000	usocket	1	cfg1	5	0.098	0/5	0/5	4	345	0.098
s3ctA768	180000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
s3ctA768	180000	usocket	2	cfg1	5	0.132	0/5	0/5	4	307	0.132
s3ctA768	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
s3ctA768	180000	usocket	3	cfg1	5	0.000	0/5	0/5	5	378	0.000
s3ctA768	180000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
s3ctA768	180000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
s3ctA768	180000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
s3ctA768	180000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
s3ctA768	180000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
s3ctA768	180000	usocket	6	cfg1	5	0.072	0/5	0/5	4	367	0.072
s3ctA768	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
s3ctA768	180000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
s3ctA768	180000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
s3ctA768	180000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
s3ctA768	180000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
s3ctA768	180000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
s3ctA768	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
s3ctA768	180000	usocket	10	cfg1	5	0.000	0/5	0/5	5	368	0.000
s3ctA768	180000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
s3ctA768	180000	usocket	11	cfg1	5	0.015	0/5	0/5	5	323	0.015
s3ctA768	180000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
s3ctA768	180000	usocket	12	cfg1	5	0.000	0/5	0/5	5	338	0.000
s3ctA768	180000	usocket	12	cfgemb	5	0.000	0/5	0/5	5	338	0.000
s3ctA768	180000	usocket	13	cfg1	5	0.127	0/5	0/5	4	380	0.127
s3ctA768	180000	usocket	13	cfgemb	5	0.000	0/5	0/5	5	380	0.000
s3ctA768	180000	usocket	14	cfg1	5	0.000	0/5	0/5	5	348	0.000
s3ctA768	180000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
s3ctA768	180000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
s3ctA768	180000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
s3ctA768	180000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
s3ctA768	180000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
s3ctA768	180000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
s3ctA768	180000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
s3ctA768	180000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
s3ctA768	180000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
s3ctA768	180000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
s3ctA768	180000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
s3ctA768	180000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
s3ctA768	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
s3ctA768	180000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
s3ctA768	180000	usocket	21	cfgemb	5	0.182	1/5	0/5	4	451	0.182
s3ctA768	180000	usocket	22	cfg1	5	0.000	0/5	0/5	5	389	0.000
s3ctA768	180000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
s3ctA768	180000	usocket	23	cfg1	5	0.000	0/5	0/5	5	319	0.000
s3ctA768	180000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
s3ctA768	180000	usocket	24	cfg1	5	0.154	0/5	0/5	3	291	0.154
s3ctA768	180000	usocket	24	cfgemb	5	0.320	0/5	0/5	2	291	0.320
