row	step	emb	level	variant	n	mean_peak	sr80	sr95	never_moved	budget	seeds0-39_mean
ctAwd	180000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
ctAwd	180000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctAwd	180000	usocket	19	cfg1	5	0.000	0/5	0/5	5	519	0.000
ctAwd	180000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctAwd	180000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctAwd	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctAwd	180000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctAwd	180000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
ctAwd	180000	usocket	22	cfg1	5	0.114	0/5	0/5	4	389	0.114
ctAwd	180000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctAwd	180000	usocket	23	cfg1	5	0.000	0/5	0/5	5	319	0.000
ctAwd	180000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
ctAwd	180000	usocket	24	cfg1	5	0.000	0/5	0/5	5	291	0.000
ctAwd	180000	usocket	24	cfgemb	5	0.000	0/5	0/5	5	291	0.000
ctAwd	180000	usocket	25	cfg1	5	0.062	0/5	0/5	4	330	0.062
ctAwd	180000	usocket	25	cfgemb	5	0.086	0/5	0/5	4	330	0.086
ctAwd	180000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
ctAwd	180000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
ctAwd	180000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
ctAwd	180000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctAwd	180000	usocket	28	cfg1	5	0.051	0/5	0/5	4	548	0.051
ctAwd	180000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctAwd	180000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctAwd	180000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctAwd	180000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAwd	180000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAwd	210000	chain	0	cfg1	80	0.652	20/80	14/80	8	688	0.667
ctAwd	210000	chain	0	cfgemb	80	0.404	18/80	4/80	37	688	0.373
ctAwd	210000	usocket	0	cfg1	80	0.649	28/80	22/80	12	318	0.648
ctAwd	210000	usocket	0	cfgemb	80	0.547	26/80	18/80	24	318	0.540
ctAwd	240000	chain	0	cfg1	80	0.630	19/80	13/80	11	688	0.632
ctAwd	240000	chain	0	cfgemb	80	0.317	9/80	2/80	44	688	0.372
ctAwd	240000	usocket	0	cfg1	80	0.617	28/80	24/80	17	318	0.612
ctAwd	240000	usocket	0	cfgemb	80	0.597	27/80	17/80	19	318	0.604
ctAwd	240000	usocket	1	cfg1	5	0.000	0/5	0/5	5	345	0.000
ctAwd	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
ctAwd	240000	usocket	2	cfg1	5	0.010	0/5	0/5	5	307	0.010
ctAwd	240000	usocket	2	cfgemb	5	0.003	0/5	0/5	5	307	0.003
ctAwd	240000	usocket	3	cfg1	5	0.146	0/5	0/5	4	378	0.146
ctAwd	240000	usocket	3	cfgemb	5	0.151	0/5	0/5	4	378	0.151
ctAwd	240000	usocket	4	cfg1	5	0.000	0/5	0/5	5	333	0.000
ctAwd	240000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
ctAwd	240000	usocket	5	cfg1	5	0.000	0/5	0/5	5	328	0.000
ctAwd	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
ctAwd	240000	usocket	6	cfg1	5	0.000	0/5	0/5	5	367	0.000
ctAwd	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
ctAwd	240000	usocket	7	cfg1	5	0.000	0/5	0/5	5	443	0.000
ctAwd	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
ctAwd	240000	usocket	8	cfg1	5	0.000	0/5	0/5	5	420	0.000
ctAwd	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
ctAwd	240000	usocket	9	cfg1	5	0.000	0/5	0/5	5	432	0.000
ctAwd	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
ctAwd	240000	usocket	10	cfg1	5	0.129	0/5	0/5	4	368	0.129
ctAwd	240000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
ctAwd	240000	usocket	11	cfg1	5	0.000	0/5	0/5	5	323	0.000
ctAwd	240000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
ctAwd	240000	usocket	12	cfg1	5	0.157	0/5	0/5	4	338	0.157
ctAwd	240000	usocket	12	cfgemb	5	0.063	0/5	0/5	4	338	0.063
ctAwd	240000	usocket	13	cfg1	5	0.000	0/5	0/5	5	380	0.000
ctAwd	240000	usocket	13	cfgemb	5	0.081	0/5	0/5	4	380	0.081
ctAwd	240000	usocket	14	cfg1	5	0.000	0/5	0/5	5	348	0.000
ctAwd	240000	usocket	14	cfgemb	5	0.000	0/5	0/5	5	348	0.000
ctAwd	240000	usocket	15	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAwd	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctAwd	240000	usocket	16	cfg1	5	0.000	0/5	0/5	5	463	0.000
ctAwd	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
ctAwd	240000	usocket	17	cfg1	5	0.000	0/5	0/5	5	476	0.000
ctAwd	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
ctAwd	240000	usocket	18	cfg1	5	0.000	0/5	0/5	5	501	0.000
ctAwd	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
ctAwd	240000	usocket	19	cfg1	5	0.078	0/5	0/5	4	519	0.078
ctAwd	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
ctAwd	240000	usocket	20	cfg1	5	0.000	0/5	0/5	5	564	0.000
ctAwd	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
ctAwd	240000	usocket	21	cfg1	5	0.000	0/5	0/5	5	451	0.000
ctAwd	240000	usocket	21	cfgemb	5	0.035	0/5	0/5	4	451	0.035
ctAwd	240000	usocket	22	cfg1	5	0.077	0/5	0/5	4	389	0.077
ctAwd	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
ctAwd	240000	usocket	23	cfg1	5	0.025	0/5	0/5	4	319	0.025
ctAwd	240000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
ctAwd	240000	usocket	24	cfg1	5	0.119	0/5	0/5	4	291	0.119
ctAwd	240000	usocket	24	cfgemb	5	0.098	0/5	0/5	4	291	0.098
ctAwd	240000	usocket	25	cfg1	5	0.000	0/5	0/5	5	330	0.000
ctAwd	240000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
ctAwd	240000	usocket	26	cfg1	5	0.000	0/5	0/5	5	362	0.000
ctAwd	240000	usocket	26	cfgemb	5	0.071	0/5	0/5	4	362	0.071
ctAwd	240000	usocket	27	cfg1	5	0.000	0/5	0/5	5	472	0.000
ctAwd	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
ctAwd	240000	usocket	28	cfg1	5	0.000	0/5	0/5	5	548	0.000
ctAwd	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
ctAwd	240000	usocket	29	cfg1	5	0.000	0/5	0/5	5	446	0.000
ctAwd	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
ctAwd	240000	usocket	30	cfg1	5	0.000	0/5	0/5	5	399	0.000
ctAwd	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
ctB	30000	chain	0	cfg1	80	0.435	8/80	2/80	24	688	0.441
ctB	30000	chain	0	cfgemb	80	0.226	2/80	0/80	49	688	0.254
ctB	30000	usocket	0	cfg1	80	0.302	6/80	0/80	39	318	0.283
ctB	30000	usocket	0	cfgemb	80	0.264	4/80	1/80	45	318	0.271
ctB	60000	chain	0	cfg1	80	0.462	15/80	6/80	29	688	0.441
ctB	60000	chain	0	cfgemb	80	0.373	8/80	0/80	34	688	0.401
ctB	60000	usocket	0	cfg1	80	0.452	14/80	6/80	22	318	0.471
ctB	60000	usocket	0	cfgemb	80	0.319	8/80	2/80	41	318	0.294
ctB	90000	chain	0	cfg1	80	0.491	15/80	8/80	26	688	0.473
ctB	90000	chain	0	cfgemb	80	0.367	14/80	3/80	39	688	0.316
ctB	90000	usocket	0	cfg1	80	0.532	20/80	13/80	22	318	0.489
ctB	90000	usocket	0	cfgemb	80	0.485	20/80	10/80	28	318	0.545
ctB	120000	chain	0	cfg1	80	0.513	19/80	12/80	23	688	0.470
ctB	120000	chain	0	cfgemb	80	0.221	9/80	0/80	56	688	0.195
ctB	120000	usocket	0	cfg1	80	0.617	21/80	15/80	13	318	0.580
ctB	120000	usocket	0	cfgemb	80	0.505	16/80	7/80	22	318	0.483
ctB	150000	chain	0	cfg1	80	0.547	18/80	13/80	19	688	0.523
ctB	150000	chain	0	cfgemb	80	0.347	14/80	4/80	39	688	0.264
ctB	150000	usocket	0	cfg1	80	0.629	25/80	19/80	13	318	0.651
ctB	150000	usocket	0	cfgemb	80	0.529	22/80	13/80	22	318	0.573
ctB	180000	chain	0	cfg1	80	0.585	25/80	16/80	18	688	0.582
ctB	180000	chain	0	cfgemb	80	0.256	9/80	3/80	51	688	0.312
ctB	180000	usocket	0	cfg1	40	0.588	14/40	9/40	9	318	nan
ctB	180000	usocket	0	cfgemb	80	0.565	18/80	15/80	19	318	0.596
ctB	210000	chain	0	cfg1	80	0.530	16/80	10/80	20	688	0.528
ctB	210000	chain	0	cfgemb	80	0.348	13/80	7/80	41	688	0.314
ctB	210000	usocket	0	cfg1	80	0.585	23/80	20/80	18	318	0.601
ctB	210000	usocket	0	cfgemb	80	0.567	26/80	14/80	21	318	0.572
ctB	240000	chain	0	cfg1	80	0.539	20/80	11/80	22	688	0.474
ctB	240000	chain	0	cfgemb	80	0.258	7/80	5/80	51	688	0.246
ctB	240000	usocket	0	cfg1	80	0.595	22/80	20/80	16	318	0.641
ctB	240000	usocket	0	cfgemb	80	0.512	17/80	11/80	25	318	0.532
dpch	30000	chain	0	cfgemb	80	0.317	4/80	1/80	36	688	0.329
dpch	60000	chain	0	cfgemb	80	0.380	6/80	1/80	29	688	0.384
dpch	90000	chain	0	cfgemb	80	0.428	8/80	1/80	23	688	0.457
dpch	120000	chain	0	cfgemb	80	0.485	11/80	2/80	18	688	0.479
dpch	150000	chain	0	cfgemb	80	0.465	11/80	3/80	19	688	0.482
dpch	180000	chain	0	cfgemb	80	0.567	12/80	4/80	10	688	0.541
dpch	210000	chain	0	cfgemb	80	0.522	11/80	5/80	14	688	0.538
dpch	240000	chain	0	cfgemb	80	0.552	14/80	6/80	12	688	0.583
dpct	30000	chain	0	cfgemb	80	0.408	6/80	2/80	26	688	0.399
dpct	30000	usocket	0	cfgemb	80	0.202	5/80	1/80	52	318	0.255
dpct	60000	chain	0	cfgemb	80	0.458	12/80	5/80	21	688	0.459
dpct	60000	usocket	0	cfgemb	80	0.360	6/80	0/80	33	318	0.379
dpct	90000	chain	0	cfgemb	80	0.482	10/80	2/80	15	688	0.540
dpct	90000	usocket	0	cfgemb	80	0.588	20/80	7/80	14	318	0.590
dpct	120000	chain	0	cfgemb	80	0.571	20/80	8/80	10	688	0.607
dpct	120000	usocket	0	cfgemb	80	0.617	18/80	7/80	9	318	0.607
dpct	120000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpct	120000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
dpct	120000	usocket	3	cfgemb	5	0.074	0/5	0/5	4	378	0.074
dpct	120000	usocket	4	cfgemb	5	0.102	0/5	0/5	4	333	0.102
dpct	120000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
dpct	120000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpct	120000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
dpct	120000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
dpct	120000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
dpct	120000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
dpct	120000	usocket	11	cfgemb	5	0.038	0/5	0/5	4	323	0.038
dpct	120000	usocket	12	cfgemb	5	0.464	0/5	0/5	0	338	0.464
dpct	120000	usocket	13	cfgemb	5	0.133	0/5	0/5	3	380	0.133
dpct	120000	usocket	14	cfgemb	5	0.193	0/5	0/5	3	348	0.193
dpct	120000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpct	120000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
dpct	120000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpct	120000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
dpct	120000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
dpct	120000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpct	120000	usocket	21	cfgemb	5	0.075	0/5	0/5	4	451	0.075
dpct	120000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
dpct	120000	usocket	23	cfgemb	5	0.253	0/5	0/5	2	319	0.253
dpct	120000	usocket	24	cfgemb	5	0.426	0/5	0/5	0	291	0.426
dpct	120000	usocket	25	cfgemb	5	0.137	0/5	0/5	3	330	0.137
dpct	120000	usocket	26	cfgemb	5	0.148	0/5	0/5	3	362	0.148
dpct	120000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
dpct	120000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpct	120000	usocket	29	cfgemb	5	0.101	0/5	0/5	4	446	0.101
dpct	120000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpct	150000	chain	0	cfgemb	80	0.546	16/80	4/80	13	688	0.521
dpct	150000	usocket	0	cfgemb	80	0.648	22/80	11/80	9	318	0.631
dpct	180000	chain	0	cfgemb	80	0.599	17/80	9/80	10	688	0.623
dpct	180000	usocket	0	cfgemb	80	0.688	26/80	19/80	8	318	0.688
dpct	180000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpct	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
dpct	180000	usocket	3	cfgemb	5	0.090	0/5	0/5	4	378	0.090
dpct	180000	usocket	4	cfgemb	5	0.093	0/5	0/5	4	333	0.093
dpct	180000	usocket	5	cfgemb	5	0.076	0/5	0/5	4	328	0.076
dpct	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpct	180000	usocket	7	cfgemb	5	0.044	0/5	0/5	4	443	0.044
dpct	180000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
dpct	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
dpct	180000	usocket	10	cfgemb	5	0.101	0/5	0/5	4	368	0.101
dpct	180000	usocket	11	cfgemb	5	0.012	0/5	0/5	5	323	0.012
dpct	180000	usocket	12	cfgemb	5	0.247	0/5	0/5	2	338	0.247
dpct	180000	usocket	13	cfgemb	5	0.183	1/5	0/5	4	380	0.183
dpct	180000	usocket	14	cfgemb	5	0.079	0/5	0/5	4	348	0.079
dpct	180000	usocket	15	cfgemb	5	0.105	0/5	0/5	4	399	0.105
dpct	180000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
dpct	180000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpct	180000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
dpct	180000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
dpct	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpct	180000	usocket	21	cfgemb	5	0.118	0/5	0/5	4	451	0.118
dpct	180000	usocket	22	cfgemb	5	0.006	0/5	0/5	5	389	0.006
dpct	180000	usocket	23	cfgemb	5	0.292	0/5	0/5	0	319	0.292
dpct	180000	usocket	24	cfgemb	5	0.273	0/5	0/5	2	291	0.273
dpct	180000	usocket	25	cfgemb	5	0.185	0/5	0/5	2	330	0.185
dpct	180000	usocket	26	cfgemb	5	0.103	0/5	0/5	2	362	0.103
dpct	180000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
dpct	180000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpct	180000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
dpct	180000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpct	210000	chain	0	cfgemb	80	0.608	25/80	14/80	11	688	0.595
dpct	210000	usocket	0	cfgemb	80	0.722	29/80	19/80	4	318	0.702
dpct	240000	chain	0	cfgemb	80	0.610	23/80	11/80	10	688	0.624
dpct	240000	usocket	0	cfgemb	80	0.735	28/80	20/80	3	318	0.748
dpct	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpct	240000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
dpct	240000	usocket	3	cfgemb	5	0.000	0/5	0/5	5	378	0.000
dpct	240000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
dpct	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
dpct	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpct	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
dpct	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
dpct	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
dpct	240000	usocket	10	cfgemb	5	0.000	0/5	0/5	5	368	0.000
dpct	240000	usocket	11	cfgemb	5	0.130	0/5	0/5	3	323	0.130
dpct	240000	usocket	12	cfgemb	5	0.114	0/5	0/5	4	338	0.114
dpct	240000	usocket	13	cfgemb	5	0.194	0/5	0/5	3	380	0.194
dpct	240000	usocket	14	cfgemb	5	0.083	0/5	0/5	4	348	0.083
dpct	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpct	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
dpct	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpct	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
dpct	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
dpct	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpct	240000	usocket	21	cfgemb	5	0.088	0/5	0/5	4	451	0.088
dpct	240000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
dpct	240000	usocket	23	cfgemb	5	0.318	0/5	0/5	2	319	0.318
dpct	240000	usocket	24	cfgemb	5	0.384	0/5	0/5	1	291	0.384
dpct	240000	usocket	25	cfgemb	5	0.155	0/5	0/5	3	330	0.155
dpct	240000	usocket	26	cfgemb	5	0.142	0/5	0/5	2	362	0.142
dpct	240000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
dpct	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpct	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
dpct	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpus	30000	usocket	0	cfgemb	80	0.179	2/80	1/80	53	318	0.183
dpus	60000	usocket	0	cfgemb	80	0.429	9/80	2/80	26	318	0.431
dpus	90000	usocket	0	cfgemb	80	0.495	13/80	9/80	20	318	0.490
dpus	120000	usocket	0	cfgemb	80	0.599	21/80	7/80	14	318	0.557
dpus	120000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpus	120000	usocket	2	cfgemb	5	0.046	0/5	0/5	4	307	0.046
dpus	120000	usocket	3	cfgemb	5	0.199	0/5	0/5	3	378	0.199
dpus	120000	usocket	4	cfgemb	5	0.136	0/5	0/5	4	333	0.136
dpus	120000	usocket	5	cfgemb	5	0.012	0/5	0/5	5	328	0.012
dpus	120000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpus	120000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
dpus	120000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
dpus	120000	usocket	9	cfgemb	5	0.053	0/5	0/5	4	432	0.053
dpus	120000	usocket	10	cfgemb	5	0.026	0/5	0/5	4	368	0.026
dpus	120000	usocket	11	cfgemb	5	0.098	0/5	0/5	4	323	0.098
dpus	120000	usocket	12	cfgemb	5	0.235	0/5	0/5	3	338	0.235
dpus	120000	usocket	13	cfgemb	5	0.238	0/5	0/5	3	380	0.238
dpus	120000	usocket	14	cfgemb	5	0.200	0/5	0/5	2	348	0.200
dpus	120000	usocket	15	cfgemb	5	0.035	0/5	0/5	4	399	0.035
dpus	120000	usocket	16	cfgemb	5	0.096	0/5	0/5	4	463	0.096
dpus	120000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpus	120000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
dpus	120000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
dpus	120000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpus	120000	usocket	21	cfgemb	5	0.063	0/5	0/5	4	451	0.063
dpus	120000	usocket	22	cfgemb	5	0.000	0/5	0/5	5	389	0.000
dpus	120000	usocket	23	cfgemb	5	0.038	0/5	0/5	4	319	0.038
dpus	120000	usocket	24	cfgemb	5	0.155	0/5	0/5	3	291	0.155
dpus	120000	usocket	25	cfgemb	5	0.041	0/5	0/5	4	330	0.041
dpus	120000	usocket	26	cfgemb	5	0.044	0/5	0/5	4	362	0.044
dpus	120000	usocket	27	cfgemb	5	0.000	0/5	0/5	5	472	0.000
dpus	120000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpus	120000	usocket	29	cfgemb	5	0.027	0/5	0/5	4	446	0.027
dpus	120000	usocket	30	cfgemb	5	0.153	0/5	0/5	4	399	0.153
dpus	150000	usocket	0	cfgemb	80	0.634	20/80	10/80	10	318	0.605
dpus	180000	usocket	0	cfgemb	80	0.682	27/80	19/80	8	318	0.678
dpus	180000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpus	180000	usocket	2	cfgemb	5	0.000	0/5	0/5	5	307	0.000
dpus	180000	usocket	3	cfgemb	5	0.215	0/5	0/5	3	378	0.215
dpus	180000	usocket	4	cfgemb	5	0.000	0/5	0/5	5	333	0.000
dpus	180000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
dpus	180000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpus	180000	usocket	7	cfgemb	5	0.094	0/5	0/5	4	443	0.094
dpus	180000	usocket	8	cfgemb	5	0.082	0/5	0/5	4	420	0.082
dpus	180000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
dpus	180000	usocket	10	cfgemb	5	0.072	0/5	0/5	4	368	0.072
dpus	180000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
dpus	180000	usocket	12	cfgemb	5	0.238	0/5	0/5	2	338	0.238
dpus	180000	usocket	13	cfgemb	5	0.103	0/5	0/5	4	380	0.103
dpus	180000	usocket	14	cfgemb	5	0.032	0/5	0/5	4	348	0.032
dpus	180000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpus	180000	usocket	16	cfgemb	5	0.092	0/5	0/5	4	463	0.092
dpus	180000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpus	180000	usocket	18	cfgemb	5	0.026	0/5	0/5	4	501	0.026
dpus	180000	usocket	19	cfgemb	5	0.109	0/5	0/5	4	519	0.109
dpus	180000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpus	180000	usocket	21	cfgemb	5	0.132	0/5	0/5	3	451	0.132
dpus	180000	usocket	22	cfgemb	5	0.133	0/5	0/5	3	389	0.133
dpus	180000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
dpus	180000	usocket	24	cfgemb	5	0.112	0/5	0/5	4	291	0.112
dpus	180000	usocket	25	cfgemb	5	0.261	1/5	0/5	3	330	0.261
dpus	180000	usocket	26	cfgemb	5	0.015	0/5	0/5	5	362	0.015
dpus	180000	usocket	27	cfgemb	5	0.099	0/5	0/5	4	472	0.099
dpus	180000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpus	180000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
dpus	180000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpus	210000	usocket	0	cfgemb	80	0.651	21/80	15/80	9	318	0.605
dpus	240000	usocket	0	cfgemb	80	0.655	24/80	20/80	10	318	0.599
dpus	240000	usocket	1	cfgemb	5	0.000	0/5	0/5	5	345	0.000
dpus	240000	usocket	2	cfgemb	5	0.045	0/5	0/5	4	307	0.045
dpus	240000	usocket	3	cfgemb	5	0.136	0/5	0/5	4	378	0.136
dpus	240000	usocket	4	cfgemb	5	0.112	0/5	0/5	4	333	0.112
dpus	240000	usocket	5	cfgemb	5	0.000	0/5	0/5	5	328	0.000
dpus	240000	usocket	6	cfgemb	5	0.000	0/5	0/5	5	367	0.000
dpus	240000	usocket	7	cfgemb	5	0.000	0/5	0/5	5	443	0.000
dpus	240000	usocket	8	cfgemb	5	0.000	0/5	0/5	5	420	0.000
dpus	240000	usocket	9	cfgemb	5	0.000	0/5	0/5	5	432	0.000
dpus	240000	usocket	10	cfgemb	5	0.052	0/5	0/5	4	368	0.052
dpus	240000	usocket	11	cfgemb	5	0.000	0/5	0/5	5	323	0.000
dpus	240000	usocket	12	cfgemb	5	0.345	0/5	0/5	2	338	0.345
dpus	240000	usocket	13	cfgemb	5	0.124	0/5	0/5	3	380	0.124
dpus	240000	usocket	14	cfgemb	5	0.159	0/5	0/5	2	348	0.159
dpus	240000	usocket	15	cfgemb	5	0.000	0/5	0/5	5	399	0.000
dpus	240000	usocket	16	cfgemb	5	0.000	0/5	0/5	5	463	0.000
dpus	240000	usocket	17	cfgemb	5	0.000	0/5	0/5	5	476	0.000
dpus	240000	usocket	18	cfgemb	5	0.000	0/5	0/5	5	501	0.000
dpus	240000	usocket	19	cfgemb	5	0.000	0/5	0/5	5	519	0.000
dpus	240000	usocket	20	cfgemb	5	0.000	0/5	0/5	5	564	0.000
dpus	240000	usocket	21	cfgemb	5	0.000	0/5	0/5	5	451	0.000
dpus	240000	usocket	22	cfgemb	5	0.057	0/5	0/5	4	389	0.057
dpus	240000	usocket	23	cfgemb	5	0.000	0/5	0/5	5	319	0.000
dpus	240000	usocket	24	cfgemb	5	0.223	0/5	0/5	3	291	0.223
dpus	240000	usocket	25	cfgemb	5	0.000	0/5	0/5	5	330	0.000
dpus	240000	usocket	26	cfgemb	5	0.000	0/5	0/5	5	362	0.000
dpus	240000	usocket	27	cfgemb	5	0.155	0/5	0/5	4	472	0.155
dpus	240000	usocket	28	cfgemb	5	0.000	0/5	0/5	5	548	0.000
dpus	240000	usocket	29	cfgemb	5	0.000	0/5	0/5	5	446	0.000
dpus	240000	usocket	30	cfgemb	5	0.000	0/5	0/5	5	399	0.000
